q1_named_function,q1_score,q2_measurable_outcome,q2_score,q3_tense,q3_score,classification_score,classification,justification,passage_id,firm,year,page_number,tier,source_document,source_type,llm_model,passage_text,validation_sample,human_label,agreement
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage discusses abstract legal and compliance risks associated with AI (intellectual property, future regulation, damages) without naming any specific AI application, measurable outcome, or evidence of current deployment.",8983c400,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"How- prevention of conflicts of interest, information ever, at the same time the Group recognises that, • Output generated by AI can breach third party’s • There is no currently applicable law in the field and data protection, prevention of unlawful dis- in the case of acquired companies or business",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While specific functions are mentioned (content creation, SaaS AI tools, vendor verification), the passage is fragmented risk disclosure language with no measurable outcomes and no evidence of current AI deployment, only potential future risks and consequences.",907946ff,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"requirements. tablished a complex verification process in vendor that it may be prudent to focus on other priorities in creation which scope depends on yearly turnover. In the short term immediately after an acquisition, such • Content created by artificial intelligence does • The use of various unv",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names specific AI-related functions (content creation, SaaS-based AI systems, vendor verification) and describes current risks being experienced, but lacks measurable outcomes or metrics to elevate it to Substantive.",e26ccafd,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"tablished a complex verification process in vendor that it may be prudent to focus on other priorities in creation which scope depends on yearly turnover. In the short term immediately after an acquisition, such • Content created by artificial intelligence does • The use of various unverified AI sys",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names specific functions (review of financial documents, registration documents, bank account verification) and describes current AI use risks (data leakage, IP ownership issues), but lacks measurable outcomes or metrics, making it transitional rather than substantive.",a34646ba,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"In the short term immediately after an acquisition, such • Content created by artificial intelligence does • The use of various unverified AI systems by the most risky (the highest turnover) cases a review as establishing an effective post merger integration not have ownership rights assigned to any",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While procurement and compliance functions are loosely referenced, the passage is a risk disclosure about potential AI harms (data leakage, inappropriate output) with no measurable outcomes and no evidence of current AI deployment.",ace9817b,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"ter out unsuitable service providers. Guidelines cordingly, in periods following a material acquisition, “ownership” of such content and the possibilities such as procurement policy, tender procedure, risks of failures in governance, risk management and to legally control such content. • Much attent",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"This passage is a fragmented risk disclosure discussing general AI-related concerns (data leakage, inappropriate output, governance risks) without naming any specific AI application, providing measurable outcomes, or describing currently deployed AI systems.",34ca1ea2,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Guidelines cordingly, in periods following a material acquisition, “ownership” of such content and the possibilities such as procurement policy, tender procedure, risks of failures in governance, risk management and to legally control such content. • Much attention must be paid as to what input is c",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"This passage is a risk disclosure about AI in general terms, referencing potential harms like data leaks and legal consequences without naming any specific business function, measurable outcome, or confirmed deployment of AI.",4babc29a,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"• Much attention must be paid as to what input is controlling procedure and legal procedure have general compliance may be heightened for a time given to the AI services, as the services may use also been introduced and are intended to minimise and could harm the Group’s reputation and have • Output",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage only vaguely references EU regulations related to artificial intelligence as an external regulatory development, with no specific AI business function, measurable outcome, or evidence of any deployed AI application.",5b6a95e2,Allegro,2023,113,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Such failure may also have an adverse amending certain laws to reduce some of the effects impact on the Group’s reputation. Additionally, of identity theft (PL). Works are also progressing in a Digital Fairness Initiative was announced in 2023 the EU on regulations related to artificial intelligence",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"The passage references AI only in the context of anticipated EU regulatory developments (late 2024/early 2025), with no specific AI business application described and no current deployment evident.",98d66f05,Allegro,2023,113,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Additionally, of identity theft (PL). Works are also progressing in a Digital Fairness Initiative was announced in 2023 the EU on regulations related to artificial intelligence, (which will only take form of a directive proposal in sustainability of products and many others. This late 2024 or early ",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"The passage discusses AI only in the context of upcoming regulatory frameworks (EU AI Act, AI Liability Directive) with a timeline of late 2024/early 2025, but does not describe any specific AI business application or current deployment by the company.",b469829f,Allegro,2023,113,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Works are also progressing in a Digital Fairness Initiative was announced in 2023 the EU on regulations related to artificial intelligence, (which will only take form of a directive proposal in sustainability of products and many others. This late 2024 or early 2025), which would be of great include",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage references only the EU AI Act regulatory proposal from April 2021 as a legal/compliance context item, with no specific AI business application, measurable outcome, or evidence of any deployed AI use by the company.",7a37e5bd,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"ALLEGRO.EU S.A. GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 WORKS ON THE NEW EU LEGAL CONSUMER CREDIT REGULATIONS PRODUCT SAFETY FRAMEWORK FOR AI Works on the review of EU Consumer Credit Di- Retailers who place products on the market in the In Poland, the Directive on P",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage references the EU AI Act proposal from April 2021 only in the context of regulatory compliance discussion, with no specific AI business application, measurable outcome, or evidence of actual AI deployment by the company.",25a0d593,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 WORKS ON THE NEW EU LEGAL CONSUMER CREDIT REGULATIONS PRODUCT SAFETY FRAMEWORK FOR AI Works on the review of EU Consumer Credit Di- Retailers who place products on the market in the In Poland, the Directive on Product Safety ha",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"This passage is a fragmented regulatory/legal reference discussing EU AI Act and product safety directives, with no specific business application, measurable outcome, or evidence of deployed AI use.",2322ed37,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,The European Union have to ensure that the products implemented through Act of 12 December 2003 on harmonised rules on Artificial Intelligence was pub- new Directive 2023/2225 introduces a number of are safe. This is also the purpose of the Directive general products safety and amendments of the lis,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is a fragmented regulatory/legal summary referencing the EU AI Act and product safety directives, mentioning AI only in the context of regulatory definitions and prohibitions, with no specific business application, measurable outcome, or evidence of deployment.",a6bae2e9,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"This is also the purpose of the Directive general products safety and amendments of the lished by the European Commission. The proposal additional reporting requirements, precontractual 2001/95/EC of the European Parliament and of the Polish Civil Code of 23 April 1964. Further details defines Artif",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While the passage references specific regulatory frameworks (EU AI Act, product safety directives) and mentions AI applications like creditworthiness assessment and high-risk AI systems, it describes regulatory requirements and prohibitions rather than any deployed or measurable AI implementation by the company itself.",82705a52,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"The proposal additional reporting requirements, precontractual 2001/95/EC of the European Parliament and of the Polish Civil Code of 23 April 1964. Further details defines Artificial Intelligence; prohibits the use of information obligations, requirements concerning Council of 3 December 2001 on gen",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While the passage references specific regulatory functions (creditworthiness assessment, high-risk AI systems, consumer credit), it is a description of regulatory/legal frameworks rather than a description of actual AI deployment, and contains no measurable outcomes or timelines.",0f0a0308,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Further details defines Artificial Intelligence; prohibits the use of information obligations, requirements concerning Council of 3 December 2001 on general product are determined in various acts and governmental certain AI systems seen as intrusive or manipulative; advertising of credit products, a",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"AI is mentioned only in the context of regulatory policy wishes ('regulations governing...use of artificial intelligence...should allow the company to innovate'), with no specific application, measurable outcome, or evidence of current deployment.",6d158591,Allegro,2023,122,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 The company facilitates interaction with business Allegro is a member of the following organisations • The Polish Organisation of Non-Bank Payment to be effectively construed in accordance with prin- partners and suppliers thro,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is a fragmented, poorly structured excerpt referencing AI only in vague regulatory and aspirational terms ('should allow the company to innovate') with no specific application, measurable outcome, or evidence of current deployment.",2a9a690d,Allegro,2023,122,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Regulations governing the platform’s ensure all concerns are managed with due diligence • Business Accessibility Forum obligations, taxes, innovative payment solutions, while fostering collaborative solutions. • Ecommerce Europe [ Allegro] (Widzialni Foundation) [ Allegro] use of artificial intellig",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage vaguely states AI and data 'should allow' innovation and cutting-edge services without naming any specific application, measurable outcome, or evidence of current deployment, making it purely aspirational and buzzword-driven.",ed12e0b1,Allegro,2023,122,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,• Ecommerce Europe [ Allegro] (Widzialni Foundation) [ Allegro] use of artificial intelligence and data should allow the company to innovate and develop cutting-edge The company's engagement with local communi- • The European Tech Alliance (EUTA) [ Allegro] • Związek Przedsiębiorców Finansowych serv,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While a specific function (machine learning models for search) is named, the passage is purely aspirational ('goal is to develop') with no measurable outcomes, timelines, or evidence of current deployment.",426e9dcf,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,ALLEGRO.EU S.A. GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 3.7.2. Area Innovations DIGITALIZATION The team’s goal is to develop machine learning models for searches.,no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific application (machine learning models for search ranking), references a measurable scale ('millions of searches a day'), and combines aspirational goal language with implied current deployment ('serving millions of searches a day').",db2ee54c,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 3.7.2. Area Innovations DIGITALIZATION The team’s goal is to develop machine learning models for searches. The main focus is put on ranking solutions in all phases of the search pipeline, serving millions of searches a day.",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific ML applications (Learning to Rank, neural text-based search, ranking in search pipelines), provides a measurable scale metric (millions of searches a day), and describes both current deployment ('currently its main area of expertise') and ongoing development goals.",f42d9606,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Area Innovations DIGITALIZATION The team’s goal is to develop machine learning models for searches. The main focus is put on ranking solutions in all phases of the search pipeline, serving millions of searches a day. Cur- Learning to Rank GRI 3-3, Own disclosure 3 rently its main area of expertise i",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names specific AI functions (neural text-based search, reranking, computer vision image processing) and describes current deployment, but lacks any measurable outcomes, metrics, or timelines to substantiate impact.",f6cbeeb7,Allegro,2023,164,tier_1_and_2,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Cur- Learning to Rank GRI 3-3, Own disclosure 3 rently its main area of expertise is neural text-based search and relevance. It is also interested in topics such as reranking and features interaction architectures and personalization. Big numbers At MLR Computer Vision, the primary objective is to e",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names specific ML functions (Visual Search, image classification, reranking, personalization), references a concrete metric (2,243 workers in Technology team), and describes current deployed activity in image representation learning and computer vision model development.",cfc9b248,Allegro,2023,164,tier_1_and_2,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"It is also interested in topics such as reranking and features interaction architectures and personalization. Big numbers At MLR Computer Vision, the primary objective is to elevate the user experience by leveraging machine learning image processing algorithms. The team specifically concentrated on ",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names specific AI applications (Visual Search, image classification, Computer Vision models), references a measurable workforce metric (2,243 workers in Technology team), and describes current/ongoing research and deployment using present tense ('Presently').",2cb5d7f1,Allegro,2023,164,tier_1_and_2,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Big numbers At MLR Computer Vision, the primary objective is to elevate the user experience by leveraging machine learning image processing algorithms. The team specifically concentrated on image representation learning for Visual Search and the development of robust image classification • 2,243 wor",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names specific AI functions (Visual Search, image classification, Computer Vision models, multimodal integration), references a measurable workforce metric (2,243 Technology team workers), and describes current/ongoing research activities using present tense.",88498c21,Allegro,2023,164,tier_1_and_2,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"The team specifically concentrated on image representation learning for Visual Search and the development of robust image classification • 2,243 workers in Technology team in an environment where digital tools streamline Computer Vision models. Presently, its research is focused on the integration o",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific application (recommendation algorithms using collective user behaviour), references a measurable metric (337 employees, largest e-commerce dataset in the region, significant daily traffic), and describes both current deployment of algorithms and future aims to optimise and scale ML models.",c48b2cb1,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"To achieve this, the team relies on the collective behaviours of the • 337 Allegro employees took part in different Recommendations user-base, forming the foundation of the company’s algorithms. The major challenges the technology events as speakers As an e-commerce leader, Allegro is pioneering tea",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names specific functions (recommendation algorithms, machine learning model deployment, DevOps) and references current activity (handling daily traffic, blending AI/software/DevOps expertise), but lacks measurable outcomes or specific metrics to reach Substantive classification.",0057255e,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"The major challenges the technology events as speakers As an e-commerce leader, Allegro is pioneering team is facing revolve around developing innovative algorithms that can deliver high-quality recommendations while effectively handling A llegro's significant daily traffic. a digital revolution, an",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While machine learning model deployment is named as a function, the passage lacks measurable outcomes and uses aspirational language ('aim is to optimise, scale, and deploy') with no evidence of current implementation.",f2ba6e99,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"a digital revolution, anchored by commitment to • The largest e-commerce dataset in the region digitalization, and leveraging the power of artificial Its aim is to optimise, scale, and deploy advanced machine learning models. It blends artificial intelligence, software engineering, and DevOps expert",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names specific functions (ML Ops, data pre-processing, annotation, model deployment) and current infrastructure (Google Cloud, Kubernetes), but lacks any measurable outcomes, metrics, or timelines to elevate it to Substantive.",0ac0fb10,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"It blends artificial intelligence, software engineering, and DevOps expertise to embrace the full potential of intelligence (AI) and machine learning (ML). The research engineers and data scientists from other teams. The team orchestrates the entire ma- ML Ops Allegro is a spot that brings the best ",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific ML Ops function managing the full machine learning lifecycle on Google Cloud and Kubernetes, with concrete metrics including terabytes of data processed daily and thousands of predictions per second, all described in present tense as actively deployed.",4ff7d6fb,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"The team orchestrates the entire ma- ML Ops Allegro is a spot that brings the best experts togeth- company's approach is multifaceted, encompassing chine learning lifecycle, from data pre-processing and annotation to model deployment, using the cutting-edge infrastructure of Google Cloud and Kuberne",no,,
NO,0,YES,1,MIXED,1,2,Transitional,"The passage references measurable metrics (terabytes of data processed daily, thousands of predictions per second) and appears to describe current operations, but the text is fragmented and garbled, making it impossible to identify a specific named business function or application, limiting it to Transitional.",b6fb04da,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"It is operating at a massive er, creating a unique venue in Europe where new innovation, collaboration, and education to set new scale with several terabytes of data processed daily and thousands of predictions per second. technologies in artificial intelligence or machine industry benchmarks. The t",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"While the passage mentions a measurable headcount (2,200 specialists), it does not name a specific AI application or function, and the AI language is vague and aspirational, referencing digitalization as an essence rather than describing any deployed AI use case.",84d03942,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"technologies in artificial intelligence or machine industry benchmarks. The technology team, consist- learning are created. Digitalization is the essence of ing of more than 2,200 specialists and experts, is Allegro business, shaping how it operates and grows.",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage references a specific AI/ML function (Machine Learning Research R&D lab), a timeline (partner since 2021), and describes current platform evolution, though the fragmented text makes full context difficult to assess.",b475c76f,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"The innovating new solutions in the market. participate in various technology events and con- a partner since 2021. It offers opportunities for platform evolves constantly, ensuring that every ferences where they share Allegro`s digitalization women to retrain, start businesses, and expand their onl",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names specific functions (Machine Learning Research R&D lab, digitalization and AI advancements, e-commerce platform optimization) and provides a measurable metric (approximately 400 employees participating in events in 2023), with current deployment evidence.",5341925f,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"participate in various technology events and con- a partner since 2021. It offers opportunities for platform evolves constantly, ensuring that every ferences where they share Allegro`s digitalization women to retrain, start businesses, and expand their online interaction is intuitive and swift, thus",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific AI function (Machine Learning Research R&D lab), references measurable outcomes (400 employees, 150+ events in 2023), and describes current/deployed activity, though the passage is fragmented and the AI specifics are partially obscured by layout issues.",b9e592ed,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"It offers opportunities for platform evolves constantly, ensuring that every ferences where they share Allegro`s digitalization women to retrain, start businesses, and expand their online interaction is intuitive and swift, thus meeting Machine Learning Research is Allegro’s R&D lab journey and AI a",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage references a specific function (machine learning methods for AI innovation), a measurable metric (400 employees, 150 events in 2023), and describes current deployment of AI/ML capabilities at Allegro.",c53ba77a,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"In 2023 approximate- skills, including those returning from maternity leave the modern shopper's expectations for conveni- created to develop and apply state-of-the-art ma- ly 400 Allegro employees took part in more than or seeking to enhance their e-business ventures. ence and simplicity, which is ",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is a fragmented, incoherent excerpt that vaguely references machine learning and AI innovation without naming any specific application, measurable outcome, or evidence of deployment.",702b353d,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"ence and simplicity, which is strictly connected to chine learning methods, helping Allegro grow and 150 different events in which they presented their Allegro also introduced a “Women in Tech” Program accessibility areas. For merchants, digital prowess is innovate with artificial intelligence. Beyo",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is incoherent and fragmented, containing no specific AI application, no measurable outcomes, and no evidence of deployed technology — only vague buzzword associations with AI and digital innovation.",d43664ea,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"For merchants, digital prowess is innovate with artificial intelligence. Beyond bringing knowledge. Through these platforms, plus company dedicated to female technology leaders to grow a gateway to profitable growth.",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is largely incoherent and fragmented, containing no specific AI business function, no measurable outcomes or timelines, and only vague aspirational references to AI tools and analytics without evidence of deployment.",f768fd74,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Beyond bringing knowledge. Through these platforms, plus company dedicated to female technology leaders to grow a gateway to profitable growth. It equips them with AI to production, it is committed to advance the blogs and meetups, knowledge and insights are Women's Leadership Excellence and unlock ",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is largely incoherent and fragmented, containing no specific AI business function, no measurable outcomes, and only vague aspirational language about AI tools, analytics, and thought leadership without evidence of deployment.",4010a39c,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Through these platforms, plus company dedicated to female technology leaders to grow a gateway to profitable growth. It equips them with AI to production, it is committed to advance the blogs and meetups, knowledge and insights are Women's Leadership Excellence and unlock and robust analytics and ma",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"Although the passage references some functions like analytics, marketing tools, and machine learning, the text is highly fragmented and incoherent, lacks measurable outcomes, and reads as aspirational buzzword-heavy language without evidence of concrete deployment.",571c1b85,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"It equips them with AI to production, it is committed to advance the blogs and meetups, knowledge and insights are Women's Leadership Excellence and unlock and robust analytics and marketing tools, enabling them understanding of machine learning through open exchanged, positioning the company as a t",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names specific functions (machine translation, text search) with a measurable scale (several dozen million searches a day) and describes currently deployed deep learning and quality estimation models.",61a86db6,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Initiatives scale of several dozen million searches a day. When Machine Translation cost-efficient solution. It employs state-of-the-art machine learning methods, involving human including the PFR School of Pioneers and partner- performing text searches, the company uses deep evaluators and automati",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific application (machine translation for the Allegro platform using deep learning and quality estimation models) with current deployment implied, but lacks measurable outcomes or timelines, and the text appears garbled/fragmented reducing overall clarity.",ca7568c5,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"When Machine Translation cost-efficient solution. It employs state-of-the-art machine learning methods, involving human including the PFR School of Pioneers and partner- performing text searches, the company uses deep evaluators and automatic quality estimation models to enhance translation quality ",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific functions (machine translation, search ranking, NLP for semantic understanding on the Allegro platform) and references a measurable outcome (GMV growth of over 4% through the search engine), with both current deployment and aspirational elements present.",d70add36,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"It employs state-of-the-art machine learning methods, involving human including the PFR School of Pioneers and partner- performing text searches, the company uses deep evaluators and automatic quality estimation models to enhance translation quality continually. Its goal is to make the A llegro plat",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific AI applications (machine translation, NLP, deep learning for search/semantic understanding on the Allegro e-commerce platform) and references a measurable outcome (GMV growth of over 4% generated through language search), with both current deployment and aspirational elements present.",1ea5acda,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,Its goal is to make the A llegro platform accessible to non-Polish speakers globally and ships with technological education institutions like learning to process text queries and use results contribute to the machine translation community. the Central House of Technology reflect Allegro’s ranking me,no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific functions (search engine ranking, NLP/deep learning for semantic understanding, LLMs) with a measurable outcome (GMV growth over 4%) and describes both current deployment and ongoing development of these AI systems.",56180836,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"the Central House of Technology reflect Allegro’s ranking mechanisms, thereby growing GMV (gross Its aim is to employ state-of-the-art deep learning models and a range of NLP algorithms to dedication to empowering the next generation with merchandise value) by over 4% generated through Language solv",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names specific deployed applications (image search via ML algorithms in the mobile app, ML model for delivery prediction) and references a measurable outcome (increased share of orders with correctly predicted fast delivery) in current/past tense.",38a2717e,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"ALLEGRO.EU S.A. GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 Allegro also has an image search mechanism in New technology solutions are also helpful for mer- GRI content index its mobile app – the system presents products on chants, as the use of a machine learning model ",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific deployed applications (image search via ML algorithms, fast delivery prediction model) with a measurable outcome (+3pp increase in correctly predicted fast delivery orders), while also referencing a semantic search engine under development, making it both current and aspirational.",2e2521b1,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 Allegro also has an image search mechanism in New technology solutions are also helpful for mer- GRI content index its mobile app – the system presents products on chants, as the use of a machine learning model in- Allegro Grou",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific AI applications (deep learning, generative AI, semantic search engine) tied to measurable outcomes (+3pp next-day delivery orders, >90% accuracy), though the semantic search engine appears still in development while the prediction mechanism is deployed.",a9fd25d2,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,The fast delivery. The prediction mechanism allowed for GRI 1 used GRI 1: Foundation 2021 use of deep learning and generative AI techniques to an increase of +3pp in the number of orders with the build a semantic search engine is being developed. In promise of next-day delivery compared to previous ,no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific AI applications (semantic search engine, generative AI for product descriptions, deep learning for delivery prediction) with measurable outcomes (+3pp increase in next-day delivery orders, over 90% accuracy), though some elements are still being developed, making it mixed in deployment status.",24c18d22,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,The prediction mechanism allowed for GRI 1 used GRI 1: Foundation 2021 use of deep learning and generative AI techniques to an increase of +3pp in the number of orders with the build a semantic search engine is being developed. In promise of next-day delivery compared to previous commitment to digit,no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific application (Generative AI for enhancing product descriptions on the platform), references measurable outcomes (over 90% accuracy and up to PLN 100 million in additional GMV), and describes a deployed, current implementation.",10ab3278,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"In promise of next-day delivery compared to previous commitment to digitalization, Allegro has integrated solutions, while maintaining over 90% accuracy. Generative AI, to enhance the accuracy and detail Combined with the proven impact of a credible GRI Standard/ of product descriptions in offers on",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific application (Generative AI for enhancing product descriptions on an e-commerce platform), references a concrete measurable outcome (additional GMV of up to PLN 100 million), and describes a currently deployed implementation.",b3bf27b2,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Generative AI, to enhance the accuracy and detail Combined with the proven impact of a credible GRI Standard/ of product descriptions in offers on the platform. promise of fast delivery on conversion and GMV, other source Disclosure Location Good descriptions available in the catalogue will this res",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names specific applications (machine learning for loyalty/purchase prediction and e-commerce accessibility) with current deployment implied, but lacks any measurable outcomes, metrics, or timelines to substantiate the claims.",50cc3044,Allegro,2023,165,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"GRI 2: 2-1 Organizational details buyers in making informed purchasing decisions. General Ensuring accessibility on our e-commerce platform Disclosures 2-2 Entities included in the organization’s Part V. Approach to Environmental, Social and 2021 sustainability reporting Governance Issues Machine le",no,,
