q1_named_function,q1_score,q2_measurable_outcome,q2_score,q3_tense,q3_score,classification_score,classification,justification,passage_id,firm,year,page_number,tier,source_document,source_type,llm_model,passage_text,validation_sample,human_label,agreement
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage is heavily fragmented and while 'artificial intelligence and machine learning' are mentioned in connection with Allegro, no specific named AI application or function is identifiable from the incoherent text, and no measurable outcome is present, resulting in a score of 1 and a Symbolic classification.",df4b98d9,Allegro,2022,120,tier1,Allegro_2022.pdf,annual_report,claude-sonnet-4-6,"environmental issues in external communication to Ads Service Terms and Conditions. this year, on 7th February, the OCCP asked Allegro artificial intelligence and machine learning. help formulate correct and truthful messages and several questions on the same matter in an informal was adopted in the",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage is heavily fragmented and while 'artificial intelligence and machine learning' are mentioned in connection with Allegro, no specific named AI application or function is identifiable from the incoherent text, and no measurable outcomes are present, resulting in a score of 1 and a Symbolic classification.",082dccef,Allegro,2022,120,tier1,Allegro_2022.pdf,annual_report,claude-sonnet-4-6,"this year, on 7th February, the OCCP asked Allegro artificial intelligence and machine learning. help formulate correct and truthful messages and several questions on the same matter in an informal was adopted in the beginning of 2023 following in- Selling and displaying advertisements is regulated ",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although a 'Machine Learning hackathon' is mentioned, this refers to an employee event or training activity rather than a named operational AI application, and the figure of 36,000 listeners relates to a podcast rather than any measurable AI outcome, resulting in no named function and no qualifying metric.",c4e3d073,Allegro,2022,131,tier1,Allegro_2022.pdf,annual_report,claude-sonnet-4-6,"The programme was launched in reasons why it’s #goodtobehere. 24 episodes Testing hackathon, accessibility hackathon, April 2021. A journey that will make us blaze the trail published in 2022 reached an estimated number Machine Learning hackathon, Hacktoberfest by doing pioneering projects affecting",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"The passage references a 'Machine Learning hackathon' as an event title but describes no specific deployed AI application or function; the figure of 36,000 listeners relates to a podcast, not an AI outcome, resulting in a score of 1 and a Symbolic classification.",5f44490a,Allegro,2022,131,tier1,Allegro_2022.pdf,annual_report,claude-sonnet-4-6,"24 episodes Testing hackathon, accessibility hackathon, April 2021. A journey that will make us blaze the trail published in 2022 reached an estimated number Machine Learning hackathon, Hacktoberfest by doing pioneering projects affecting of 36,000 listeners. or Mobile Dev Days millions of people.",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although 'Machine Learning hackathon' is mentioned, it refers to an event or training activity rather than a named deployed AI application, and the numeric figures (36,000 listeners, 84 hires) relate to non-AI activities, so no specific AI function or linked measurable outcome is present.",e92f96c1,Allegro,2022,131,tier1,Allegro_2022.pdf,annual_report,claude-sonnet-4-6,"A journey that will make us blaze the trail published in 2022 reached an estimated number Machine Learning hackathon, Hacktoberfest by doing pioneering projects affecting of 36,000 listeners. or Mobile Dev Days millions of people. • e-Xperience program – started back in 2015 That's something to be p",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"Artificial intelligence is mentioned only in the context of EU regulatory and policy commentary — specifically that rules on AI 'should allow us to innovate' — with no named AI application, no measurable outcome, and no evidence of current deployment, triggering the automatic Symbolic category under Step 2(b) and (g).",67aef14e,Allegro,2022,147,tier1,Allegro_2022.pdf,annual_report,claude-sonnet-4-6,"At the same time, we • NPS survey EU Tech Credo [1], in which we underline how key believe that EU rules can help make the bloc a true • Regular online surveys it is that EU policies are effectively built on princi- Digital Single Market that allows companies to oper- • Rights Protection Cooperation",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage references AI only in the context of regulatory and legal framework commentary ('rules regulating...use of artificial intelligence and data') with no named AI application, no measurable outcome, and no evidence of current deployment, triggering Automatic Symbolic category (b).",9e50a114,Allegro,2022,147,tier1,Allegro_2022.pdf,annual_report,claude-sonnet-4-6,"Rules regulating platforms’ to all companies that do business across Europe. obligations, taxes, innovative payment solutions, the Customers (buyers • For Sellers site and sellers) • Online Help Centre use of artificial intelligence and data should allow Allegro was among founders and leaders of the",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The only AI reference is a vague aspirational statement ('use of artificial intelligence and data should allow us to innovate and develop cutting-edge services') with no named AI application, no measurable outcome, and no evidence of current deployment; the remainder of the passage is a fragmented list of stakeholder engagement channels unrelated to AI.",13c6288a,Allegro,2022,147,tier1,Allegro_2022.pdf,annual_report,claude-sonnet-4-6,"obligations, taxes, innovative payment solutions, the Customers (buyers • For Sellers site and sellers) • Online Help Centre use of artificial intelligence and data should allow Allegro was among founders and leaders of the • Mailings us to innovate and develop cutting-edge services European Tech Al",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although machine learning, AI, and robotics are mentioned, they appear only as a generic list of 'advanced technology solutions' without naming any specific deployed application or function, and no measurable outcomes are provided, resulting in a score of 1 and a Symbolic classification.",b9aeca1d,Allegro,2023,63,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Allegro merchant tools and value-added services; online; and Pay, its own proprietary fintech offer. Allegro Pay’s Pay will act as Aion’s outsourcing service provider offer allows for deferred payments (known as “Buy within the scope of: (i) supporting customers in the • improving the quality of con",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although machine learning, AI, and robotics are mentioned, they appear only as a generic list of 'advanced technology solutions' without any named specific AI application or function, failing Q1 and resulting in a score of 1 which maps to Symbolic.",f9c29133,Allegro,2023,63,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Allegro Pay’s Pay will act as Aion’s outsourcing service provider offer allows for deferred payments (known as “Buy within the scope of: (i) supporting customers in the • improving the quality of content, customer care • enhancing SMART! and improving delivery ex- Now Pay Later”, or “BNPL” loans) or",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although machine learning, AI, and robotics are mentioned, they appear only in a passing list alongside unrelated financial services topics with no named specific AI application or function, satisfying automatic Symbolic criterion (h) and yielding a score of 1.",081ed4d0,Allegro,2023,63,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"into convenient 2, 3, 5, 10 or 20-month instalments, in relation to the banking services and (iii) providing advanced technology solutions such as machine giving greater financial flexibility to Active Buyers onboarding process and management of the Banking learning, artificial intelligence and robo",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"The passage references AI/machine learning teams in passing within a broader organisational description but names no specific AI application, tool, or function, meeting the automatic Symbolic criterion of AI mentioned only in passing in a list alongside unrelated topics.",ab328ac0,Allegro,2023,65,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"ALLEGRO.EU S.A. GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 TECHNOLOGY PLATFORM SALES AND MARKETING GEOGRAPHIC EXPANSION The Group is a technology business with a world- The Group is leveraging its new multi-language, The Group has strong brands in Poland, including The ",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"AI/machine learning is mentioned only in passing as part of a team description ('AI/machine learning teams') within a broader organisational overview, with no named specific AI application or function and no measurable outcomes, satisfying the automatic Symbolic criterion of AI mentioned only in passing in a list alongside unrelated topics.",5ed64c4c,Allegro,2023,65,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 TECHNOLOGY PLATFORM SALES AND MARKETING GEOGRAPHIC EXPANSION The Group is a technology business with a world- The Group is leveraging its new multi-language, The Group has strong brands in Poland, including The Group has the am",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"AI is mentioned only generically as a technology competitors may leverage, constituting a risk disclosure about competitive pressure with no named AI application, no measurable outcome, and no evidence of current deployment — triggering automatic Symbolic under Step 2 criterion (c) and confirmed by a score of 0.",40b4b57e,Allegro,2023,91,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Asian players, developments, business case planning and core technological development, and new advances in with state-of-the-art tech architecture) and global technology. In the event that competitors, third technology can increase competitive pressure. The leaders (with high R&D budgets), who may ",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"AI is mentioned only as a generic competitive risk and industry threat ('competitors may leverage artificial intelligence faster'), with no named AI application, no measurable outcome, and no evidence of current deployment — triggering automatic Symbolic under Step 2 criterion (c).",69eb654c,Allegro,2023,91,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"In the event that competitors, third technology can increase competitive pressure. The leaders (with high R&D budgets), who may be better parties or the general public gain access to such Group’s success depends on its ability to continually positioned to leverage new technologies (such as confident",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only generic risk disclosure language about AI as a competitive threat and industry disruption concern, with no named AI application, no measurable outcomes, and no evidence of current deployment — triggering automatic Symbolic under Step 2 criterion (c).",f1f91f87,Allegro,2023,91,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"The leaders (with high R&D budgets), who may be better parties or the general public gain access to such Group’s success depends on its ability to continually positioned to leverage new technologies (such as confidential information, whether on purpose or improve its technological platform in order ",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only a generic risk disclosure stating that AI is transforming the industry and that failure to adopt new technology could limit growth, with no named AI application, no measurable outcomes, and no evidence of current deployment — triggering Automatic Symbolic category (c): risk disclosure about AI as an industry threat.",4dc727b0,Allegro,2023,91,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Any failure to adopt and condition and results of operations. need for the Group’s websites to be optimised for apply new technological advances in a timely manner mobile use and faster, more reliable load times. could decrease our attractiveness to consumers and In addition, artificial intelligence",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only generic industry-level commentary describing AI as transforming e-commerce broadly (search, pricing, customer support, logistics) with no named specific AI application deployed by the Group, no measurable outcomes, and framed as a risk disclosure about potential failure to adopt new technology — matching automatic Symbolic category (c) and (d).",72f12851,Allegro,2023,91,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"need for the Group’s websites to be optimised for apply new technological advances in a timely manner mobile use and faster, more reliable load times. could decrease our attractiveness to consumers and In addition, artificial intelligence is transforming merchants and therefore limit the Group’s gro",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is a risk disclosure describing AI as an industry-level transformative force across e-commerce broadly, with no named specific AI application deployed by the Group and no measurable outcomes, triggering automatic Symbolic classification under Step 2 criterion (c) and (d).",11333031,Allegro,2023,91,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"could decrease our attractiveness to consumers and In addition, artificial intelligence is transforming merchants and therefore limit the Group’s growth. aspects of e-commerce ranging from optimising Any such failure could have a material adverse effect search results and pricing to providing custom",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"Despite heavy fragmentation, the passage contains a clearly identifiable named AI application — 'fraud detection system based on machine learning' — deployed in current tense, but no quantified measurable outcome is provided, yielding a Transitional classification.",a2551dca,Allegro,2023,97,tier_1_and_2,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"While the Group has cluding lower EBITDA/Net Revenue, than the Group’s negative impact of losses on the Group’s EBITDA as merce marketplace as well as the timely payment implemented a fraud detection system based on 3P business. As a result, if increased competition well as aligning marketing spend ",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"The passage is heavily fragmented and while 'machine learning tools' is briefly mentioned, it appears only in passing within a risk disclosure context alongside unrelated topics, with no named specific AI application or measurable outcome, satisfying automatic Symbolic criteria (h) and yielding a score of 1.",806b6678,Allegro,2023,97,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"As a result, if increased competition well as aligning marketing spend as well as aligning of funds to the Group’s vendors. Disruptions in the machine learning tools, any failure to avoid or limit or other factors cause the Group to significantly marketing spend with new platform strategy to functio",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"The passage is heavily fragmented and contains only a vague reference to 'machine learning tools' as a risk disclosure context, with no named specific AI application and no measurable outcomes, resulting in a score of 1 and Symbolic classification.",700bacc4,Allegro,2023,97,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Disruptions in the machine learning tools, any failure to avoid or limit or other factors cause the Group to significantly marketing spend with new platform strategy to functioning of the Group’s e-commerce marketplace losses from fraudulent transactions could damage increase its 1P retail business ",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage is an AI risk disclosure warning that AI could increase legal or financial risks and that compliance mechanisms may be insufficient — this falls under Automatic Symbolic category (c): risk disclosures about AI as an industry or operational threat, with no named AI application, no measurable outcome, and no evidence of current deployment.",85921f37,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,ALLEGRO.EU S.A. GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 THE USE OF AI COULD INCREASE THE GROUP’S RISK IN VARIOUS ASPECTS. THE CONTROL AND PREVENTION MECHANISMS OF THE GROUP’S COMPLIANCE STRUCTURE MIGHT NOT BE SUFFICIENT TO ADEQUATELY PROTECT THE GROUP FROM ALL LEGAL ,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only a risk disclosure about AI as a potential legal and financial threat to the Group, with no named AI application, no measurable outcomes, and no evidence of current deployment — triggering automatic Symbolic classification under Step 2 criterion (c).",ab1337f8,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 THE USE OF AI COULD INCREASE THE GROUP’S RISK IN VARIOUS ASPECTS. THE CONTROL AND PREVENTION MECHANISMS OF THE GROUP’S COMPLIANCE STRUCTURE MIGHT NOT BE SUFFICIENT TO ADEQUATELY PROTECT THE GROUP FROM ALL LEGAL Using the benefi,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only generic references to AI benefits such as 'process automation' and risk commentary about AI output requiring human oversight, with no named specific AI application, no measurable outcomes, and no evidence of current deployment — matching automatic Symbolic criteria (c) and (g).",a017d7b3,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,THE CONTROL AND PREVENTION MECHANISMS OF THE GROUP’S COMPLIANCE STRUCTURE MIGHT NOT BE SUFFICIENT TO ADEQUATELY PROTECT THE GROUP FROM ALL LEGAL Using the benefits of artificial intelligence can bring • Output created by artificial intelligence may be OR FINANCIAL RISKS. INTEGRATING RECENTLY ACQUIRE,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only risk disclosure language about AI as a legal and regulatory threat — referencing potential IP infringement lawsuits and absence of applicable AI law — with no named AI application, no measurable outcomes, and no evidence of current deployment, triggering automatic Symbolic under Step 2 criterion (c).",b0b5cd1d,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"to claims from A management system for governance, risk and The Group aims to apply its management system for which should be addressed throughout Group’s users and partners, which may result in lawsuits compliance, which includes standards of conduct, governance, risk and compliance described above",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only regulatory risk disclosures about AI — referencing potential IP infringement liability, future legal compliance costs, and the absence of applicable AI law — with no named AI application, no measurable outcomes, and no evidence of current deployment, triggering Automatic Symbolic category (b) and (c).",c585e23f,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"corruption prevention, competition law compliance, across all the Group’s operating companies. How- prevention of conflicts of interest, information ever, at the same time the Group recognises that, • Output generated by AI can breach third party’s • There is no currently applicable law in the field",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only regulatory risk disclosures and legal compliance concerns about AI (intellectual property liability, future regulatory inconsistency), with no named AI application or measurable outcome, triggering automatic Symbolic classification under Step 2 criteria (b) and (c).",42154e28,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"How- prevention of conflicts of interest, information ever, at the same time the Group recognises that, • Output generated by AI can breach third party’s • There is no currently applicable law in the field and data protection, prevention of unlawful dis- in the case of acquired companies or business",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage references AI only in the context of risk disclosures — unverified AI systems by employees and AI-generated content lacking ownership rights — with no named specific AI application deployed by the firm, qualifying as automatic Symbolic under risk disclosure and generic AI mention criteria.",bcd173b4,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"requirements. tablished a complex verification process in vendor that it may be prudent to focus on other priorities in creation which scope depends on yearly turnover. In the short term immediately after an acquisition, such • Content created by artificial intelligence does • The use of various unv",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage references AI only generically as a risk vector — unverified AI systems and AI-generated content lacking ownership rights — without naming any specific deployed AI application or function, meeting automatic Symbolic criteria (c) and (h) and scoring below the Transitional threshold.",8ac9bdd9,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"tablished a complex verification process in vendor that it may be prudent to focus on other priorities in creation which scope depends on yearly turnover. In the short term immediately after an acquisition, such • Content created by artificial intelligence does • The use of various unverified AI sys",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only risk disclosure language about AI — referencing unverified AI systems, data leakage, and lack of ownership rights — with no named specific AI application deployed by the company, triggering automatic Symbolic classification under Step 2 criterion (c).",e357b075,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"In the short term immediately after an acquisition, such • Content created by artificial intelligence does • The use of various unverified AI systems by the most risky (the highest turnover) cases a review as establishing an effective post merger integration not have ownership rights assigned to any",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only risk disclosure language about AI outputs and data governance concerns — matching automatic Symbolic category (b/c) — with no named AI application, no measurable outcomes, and no evidence of current deployment.",0ed02547,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"ter out unsuitable service providers. Guidelines cordingly, in periods following a material acquisition, “ownership” of such content and the possibilities such as procurement policy, tender procedure, risks of failures in governance, risk management and to legally control such content. • Much attent",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only risk disclosure language about AI — referencing potential harms from AI outputs, data confidentiality risks, and governance concerns — with no named AI application or measurable outcome, triggering automatic Symbolic classification under Step 2 criterion (c).",3bf17b8b,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Guidelines cordingly, in periods following a material acquisition, “ownership” of such content and the possibilities such as procurement policy, tender procedure, risks of failures in governance, risk management and to legally control such content. • Much attention must be paid as to what input is c",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage contains only generic risk disclosure language about AI services — covering data confidentiality, inappropriate outputs, and reputational harm — with no named specific AI application or measurable outcome, triggering automatic Symbolic classification under Step 2 criterion (c) as an AI risk disclosure.",29ce5be1,Allegro,2023,104,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"• Much attention must be paid as to what input is controlling procedure and legal procedure have general compliance may be heightened for a time given to the AI services, as the services may use also been introduced and are intended to minimise and could harm the Group’s reputation and have • Output",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage references EU regulations related to artificial intelligence only in the context of regulatory/legal framework commentary, with no named AI application or operational deployment, triggering automatic Symbolic classification under Step 2 criterion (b).",407dc7af,Allegro,2023,113,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Such failure may also have an adverse amending certain laws to reduce some of the effects impact on the Group’s reputation. Additionally, of identity theft (PL). Works are also progressing in a Digital Fairness Initiative was announced in 2023 the EU on regulations related to artificial intelligence",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage references EU regulations related to artificial intelligence as a forthcoming legal/regulatory framework, triggering automatic Symbolic classification under Step 2(b), with no named AI application, no measurable outcome, and no evidence of current deployment.",4dc169cc,Allegro,2023,113,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Additionally, of identity theft (PL). Works are also progressing in a Digital Fairness Initiative was announced in 2023 the EU on regulations related to artificial intelligence, (which will only take form of a directive proposal in sustainability of products and many others. This late 2024 or early ",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,Automatic Symbolic applied under Step 2(b): the passage exclusively references regulatory and legal frameworks — specifically the EU AI Act and Draft AI Liability Directive — with no named operational AI application or measurable outcome.,6aa0784a,Allegro,2023,113,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Works are also progressing in a Digital Fairness Initiative was announced in 2023 the EU on regulations related to artificial intelligence, (which will only take form of a directive proposal in sustainability of products and many others. This late 2024 or early 2025), which would be of great include",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,The passage references only the EU AI Act regulatory proposal and product safety framework legislation — qualifying as an automatic Symbolic under Step 2(b) as purely regulatory/legal framework references with no named AI application or operational deployment.,1d6b6d95,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"ALLEGRO.EU S.A. GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 WORKS ON THE NEW EU LEGAL CONSUMER CREDIT REGULATIONS PRODUCT SAFETY FRAMEWORK FOR AI Works on the review of EU Consumer Credit Di- Retailers who place products on the market in the In Poland, the Directive on P",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,The passage references only the EU AI Act regulatory proposal and product safety compliance frameworks — qualifying under Automatic Symbolic Category (b) as a regulatory/legal framework reference with no named operational AI application or measurable outcome.,e155dfc6,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 WORKS ON THE NEW EU LEGAL CONSUMER CREDIT REGULATIONS PRODUCT SAFETY FRAMEWORK FOR AI Works on the review of EU Consumer Credit Di- Retailers who place products on the market in the In Poland, the Directive on Product Safety ha",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"Automatic Symbolic applied under Step 2(b): the passage contains only regulatory and legal framework references to AI governance (EU AI Act, Directive 2023/2225, Polish Civil Code) with no named operational AI application or measurable outcome.",cf027c97,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,The European Union have to ensure that the products implemented through Act of 12 December 2003 on harmonised rules on Artificial Intelligence was pub- new Directive 2023/2225 introduces a number of are safe. This is also the purpose of the Directive general products safety and amendments of the lis,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only regulatory and legal framework references — specifically the EU AI Act's definitions and prohibitions — with no named operational AI application, triggering the automatic Symbolic classification under Step 2 criterion (b).",6f00bb83,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"This is also the purpose of the Directive general products safety and amendments of the lished by the European Commission. The proposal additional reporting requirements, precontractual 2001/95/EC of the European Parliament and of the Polish Civil Code of 23 April 1964. Further details defines Artif",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only regulatory and legal framework references to the EU AI Act and related compliance obligations (automatic Symbolic category b), with no named AI application, no measurable outcomes, and no evidence of operational deployment.",5eedcf43,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"The proposal additional reporting requirements, precontractual 2001/95/EC of the European Parliament and of the Polish Civil Code of 23 April 1964. Further details defines Artificial Intelligence; prohibits the use of information obligations, requirements concerning Council of 3 December 2001 on gen",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"Automatic Symbolic applies under category (b): the passage consists entirely of regulatory and legal framework references — EU AI Act provisions, product safety directives, and compliance obligations — with no named operational AI application deployed by the reporting firm.",b3eb7eb5,Allegro,2023,114,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Further details defines Artificial Intelligence; prohibits the use of information obligations, requirements concerning Council of 3 December 2001 on general product are determined in various acts and governmental certain AI systems seen as intrusive or manipulative; advertising of credit products, a",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"AI is mentioned only in passing within a list of regulatory topics ('use of artificial intelligence and data should allow the company to innovate'), with no named AI application, no measurable outcome, and no evidence of current deployment — triggering automatic Symbolic under Step 2h (AI mentioned only in passing alongside unrelated topics) and confirmed by a score of 0.",a94e5986,Allegro,2023,122,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 The company facilitates interaction with business Allegro is a member of the following organisations • The Polish Organisation of Non-Bank Payment to be effectively construed in accordance with prin- partners and suppliers thro,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only a vague aspirational reference to AI and data enabling innovation, with no named AI application, no measurable outcomes, and no evidence of current deployment; the surrounding text is fragmented regulatory and stakeholder listing content.",2ae7b203,Allegro,2023,122,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Regulations governing the platform’s ensure all concerns are managed with due diligence • Business Accessibility Forum obligations, taxes, innovative payment solutions, while fostering collaborative solutions. • Ecommerce Europe [ Allegro] (Widzialni Foundation) [ Allegro] use of artificial intellig",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only generic aspirational language about AI enabling innovation and references to regulatory/legal frameworks, with no named specific AI application, no measurable outcomes, and no evidence of current deployment — matching automatic Symbolic criteria (b) and (g).",4b179525,Allegro,2023,122,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,• Ecommerce Europe [ Allegro] (Widzialni Foundation) [ Allegro] use of artificial intelligence and data should allow the company to innovate and develop cutting-edge The company's engagement with local communi- • The European Tech Alliance (EUTA) [ Allegro] • Związek Przedsiębiorców Finansowych serv,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"Although a named function (machine learning models for search) is identified, the passage is entirely aspirational ('goal is to develop'), with no evidence of current deployment and no measurable outcomes, yielding a score of 1 which falls within the Symbolic range.",9eeb2a63,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,ALLEGRO.EU S.A. GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 3.7.2. Area Innovations DIGITALIZATION The team’s goal is to develop machine learning models for searches.,no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific AI application — machine learning models for search ranking across the search pipeline, currently serving millions of searches — but provides no quantified measurable outcome such as a percentage improvement or monetary figure directly linked to the AI system.",ecc87495,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"GROUP CONSOLIDATED MANAGEMENT REPORT for the year ended 31 December 2023 3.7.2. Area Innovations DIGITALIZATION The team’s goal is to develop machine learning models for searches. The main focus is put on ranking solutions in all phases of the search pipeline, serving millions of searches a day.",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names specific AI applications — machine learning models for search ranking and neural text-based search relevance (Learning to Rank) — currently deployed and serving millions of searches, but provides no quantified measurable outcome such as a percentage improvement or monetary figure directly linked to these systems.",a087c763,Allegro,2023,164,tier1,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Area Innovations DIGITALIZATION The team’s goal is to develop machine learning models for searches. The main focus is put on ranking solutions in all phases of the search pipeline, serving millions of searches a day. Cur- Learning to Rank GRI 3-3, Own disclosure 3 rently its main area of expertise i",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names specific deployed AI functions — 'Learning to Rank' for neural text-based search and relevance, and 'MLR Computer Vision' using machine learning image processing algorithms — both described as currently operational, but no quantified metrics or measurable outcomes are provided.",b1b239c0,Allegro,2023,164,tier_1_and_2,Allegro_2023.pdf,annual_report,claude-sonnet-4-6,"Cur- Learning to Rank GRI 3-3, Own disclosure 3 rently its main area of expertise is neural text-based search and relevance. It is also interested in topics such as reranking and features interaction architectures and personalization. Big numbers At MLR Computer Vision, the primary objective is to e",no,,
